trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6356,False,"{'a': 0.9, 'e': 0.0017362980321033196}",25,7,35.13885016754791,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6357,False,"{'a': 0.9, 'e': 0.001734562601930921}",20,6,22.005868404991627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6358,False,"{'a': 0.9, 'e': 0.001732828906321269}",30,17,24.70191619793071,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6359,False,"{'a': 0.9, 'e': 0.0017310969435406693}",30,21,14.620148226393109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6360,False,"{'a': 0.9, 'e': 0.0017293667118571557}",20,11,15.267853749696904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6361,False,"{'a': 0.9, 'e': 0.0017276382095404996}",30,12,35.897191615746074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6362,False,"{'a': 0.9, 'e': 0.0017259114348621956}",30,18,25.802636230218297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6363,False,"{'a': 0.9, 'e': 0.0017241863860954702}",20,16,5.208821326549455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6364,False,"{'a': 0.9, 'e': 0.0017224630615152762}",20,0,29.6010045692123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6365,False,"{'a': 0.9, 'e': 0.0017207414593982857}",30,20,24.539445792900196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6366,False,"{'a': 0.9, 'e': 0.001719021578022898}",30,21,15.449253418164977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6367,False,"{'a': 0.9, 'e': 0.001717303415669233}",30,14,29.195075572235094,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6368,False,"{'a': 0.9, 'e': 0.0017155869706191255}",20,13,15.445813774698681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6369,False,"{'a': 0.9, 'e': 0.0017138722411561328}",20,13,14.886546227580798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6370,False,"{'a': 0.9, 'e': 0.0017121592255655228}",25,17,13.22622258529003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6371,False,"{'a': 0.9, 'e': 0.001710447922134281}",20,14,11.203200642066262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6372,False,"{'a': 0.9, 'e': 0.0017087383291511053}",20,10,20.413041456931456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6373,False,"{'a': 0.9, 'e': 0.0017070304449063997}",20,4,26.803016215831406,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6374,False,"{'a': 0.9, 'e': 0.0017053242676922811}",30,20,19.396390977941337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6375,False,"{'a': 0.9, 'e': 0.001703619795802574}",25,13,22.854112253050637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6376,False,"{'a': 0.9, 'e': 0.0017019170275328031}",35,17,35.16562717757514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6377,False,"{'a': 0.9, 'e': 0.001700215961180203}",20,7,24.241400605168984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6378,False,"{'a': 0.9, 'e': 0.0016985165950437044}",20,13,15.73498143154432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6379,False,"{'a': 0.9, 'e': 0.0016968189274239422}",25,14,21.505669920973837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6380,False,"{'a': 0.9, 'e': 0.0016951229566232505}",20,8,19.62207222267321,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6381,False,"{'a': 0.9, 'e': 0.0016934286809456552}",25,2,37.14390194670045,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6382,False,"{'a': 0.9, 'e': 0.0016917360986968817}",20,13,13.486564547146202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6383,False,"{'a': 0.9, 'e': 0.0016900452081843496}",30,16,27.049526402835884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6384,False,"{'a': 0.9, 'e': 0.001688356007717165}",20,8,22.774856193144206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6385,False,"{'a': 0.9, 'e': 0.0016866684956061305}",25,13,23.78031008144171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6386,False,"{'a': 0.9, 'e': 0.0016849826701637303}",25,19,13.162106316118692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6387,False,"{'a': 0.9, 'e': 0.001683298529704141}",25,9,29.561140604080872,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6388,False,"{'a': 0.9, 'e': 0.0016816160725432229}",25,17,13.165353292379187,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6389,False,"{'a': 0.9, 'e': 0.001679935296998516}",30,22,16.45270763073225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6390,False,"{'a': 0.9, 'e': 0.0016782562013892464}",20,15,8.543908493157026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6391,False,"{'a': 0.9, 'e': 0.0016765787840363191}",30,19,22.373183600895157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6392,False,"{'a': 0.9, 'e': 0.0016749030432623145}",20,8,19.090507780250462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6393,False,"{'a': 0.9, 'e': 0.0016732289773914938}",35,20,28.306987743169692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6394,False,"{'a': 0.9, 'e': 0.0016715565847497888}",20,7,23.210001343586622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6395,False,"{'a': 0.9, 'e': 0.0016698858636648077}",30,12,31.252239539456216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6396,False,"{'a': 0.9, 'e': 0.0016682168124658309}",30,20,16.175006920662856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6397,False,"{'a': 0.9, 'e': 0.001666549429483804}",20,0,29.1686637975489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6398,False,"{'a': 0.9, 'e': 0.0016648837130513456}",25,11,21.166257738754553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6399,False,"{'a': 0.9, 'e': 0.0016632196615027405}",25,15,15.028282376158234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6400,False,"{'a': 0.9, 'e': 0.001661557273173934}",25,18,13.10574283369526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6401,False,"{'a': 0.9, 'e': 0.0016598965464025405}",20,10,19.25674950052979,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6402,False,"{'a': 0.9, 'e': 0.0016582374795278303}",20,14,13.4335808521679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6403,False,"{'a': 0.9, 'e': 0.0016565800708907379}",20,9,21.933927662308616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6404,False,"{'a': 0.9, 'e': 0.001654924318833856}",20,12,13.028158295207614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6405,False,"{'a': 0.9, 'e': 0.001653270221701429}",20,16,7.976501775745467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6406,False,"{'a': 0.9, 'e': 0.0016516177778393632}",20,13,12.442487315309963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6407,False,"{'a': 0.9, 'e': 0.0016499669855952115}",20,14,10.834532343777393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6408,False,"{'a': 0.9, 'e': 0.0016483178433181827}",30,20,19.812265722949142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6409,False,"{'a': 0.9, 'e': 0.001646670349359136}",20,13,13.878049830592971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6410,False,"{'a': 0.9, 'e': 0.0016450245020705747}",20,11,17.60690420657261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6411,False,"{'a': 0.9, 'e': 0.0016433802998066522}",20,15,6.598606905725702,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6412,False,"{'a': 0.9, 'e': 0.0016417377409231682}",25,15,18.75639916668839,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6413,False,"{'a': 0.9, 'e': 0.0016400968237775604}",25,11,27.313641068689027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6414,False,"{'a': 0.9, 'e': 0.0016384575467289146}",20,14,9.831463190689057,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6415,False,"{'a': 0.9, 'e': 0.0016368199081379503}",20,10,16.621855055411775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6416,False,"{'a': 0.9, 'e': 0.0016351839063670308}",20,8,20.132515013977038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6417,False,"{'a': 0.9, 'e': 0.0016335495397801555}",20,12,17.26575379953601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6418,False,"{'a': 0.9, 'e': 0.0016319168067429543}",20,16,9.792609745337632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6419,False,"{'a': 0.9, 'e': 0.001630285705622696}",25,13,23.39239838654951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6420,False,"{'a': 0.9, 'e': 0.0016286562347882806}",20,10,17.490788637733864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6421,False,"{'a': 0.9, 'e': 0.0016270283926102345}",25,11,24.26471103486454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6422,False,"{'a': 0.9, 'e': 0.0016254021774607177}",25,20,8.867946720769796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6423,False,"{'a': 0.9, 'e': 0.0016237775877135127}",20,3,31.976326247139703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6424,False,"{'a': 0.9, 'e': 0.0016221546217440304}",25,15,18.675900064638114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6425,False,"{'a': 0.9, 'e': 0.0016205332779293067}",20,13,13.388505594419328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6426,False,"{'a': 0.9, 'e': 0.0016189135546479945}",25,16,18.913654653483114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6427,False,"{'a': 0.9, 'e': 0.0016172954502803717}",20,9,22.65117250734684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6428,False,"{'a': 0.9, 'e': 0.0016156789632083355}",20,6,21.82472139191094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6429,False,"{'a': 0.9, 'e': 0.0016140640918153957}",20,13,14.154466905347618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6430,False,"{'a': 0.9, 'e': 0.0016124508344866836}",30,16,24.63366097089018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6431,False,"{'a': 0.9, 'e': 0.001610839189608939}",20,0,32.08697513455549,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6432,False,"{'a': 0.9, 'e': 0.0016092291555705183}",20,0,24.933879588978925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6433,False,"{'a': 0.9, 'e': 0.0016076207307613886}",20,14,11.170183967807054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6434,False,"{'a': 0.9, 'e': 0.0016060139135731222}",20,14,10.352450245149083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6435,False,"{'a': 0.9, 'e': 0.0016044087023989032}",20,0,31.453412812897675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6436,False,"{'a': 0.9, 'e': 0.0016028050956335218}",20,14,9.797468901029376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6437,False,"{'a': 0.9, 'e': 0.0016012030916733682}",25,16,14.26251073806057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6438,False,"{'a': 0.9, 'e': 0.0015996026889164411}",30,15,31.66278085749098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6439,False,"{'a': 0.9, 'e': 0.0015980038857623348}",35,17,35.06131041671209,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6440,False,"{'a': 0.9, 'e': 0.0015964066806122474}",30,18,24.05170341508318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6441,False,"{'a': 0.9, 'e': 0.001594811071868975}",20,11,21.409101687158262,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6442,False,"{'a': 0.9, 'e': 0.001593217057936906}",30,20,19.85780329751989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6443,False,"{'a': 0.9, 'e': 0.0015916246372220278}",25,7,30.226999697377018,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6444,False,"{'a': 0.9, 'e': 0.0015900338081319208}",20,12,15.58031921134455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6445,False,"{'a': 0.9, 'e': 0.001588444569075753}",20,5,23.53472580735093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6446,False,"{'a': 0.9, 'e': 0.0015868569184642881}",20,12,13.731335408129214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6447,False,"{'a': 0.9, 'e': 0.0015852708547098725}",20,12,13.686596924821668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6448,False,"{'a': 0.9, 'e': 0.0015836863762264436}",25,16,16.321385449674377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6449,False,"{'a': 0.9, 'e': 0.0015821034814295244}",30,17,24.79793407034195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6450,False,"{'a': 0.9, 'e': 0.001580522168736217}",20,12,15.568134176621502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6451,False,"{'a': 0.9, 'e': 0.0015789424365652103}",25,11,25.093451341604556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6452,False,"{'a': 0.9, 'e': 0.0015773642833367728}",25,12,23.649759027208923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6453,False,"{'a': 0.9, 'e': 0.001575787707472749}",20,16,5.734198877061335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6454,False,"{'a': 0.9, 'e': 0.0015742127073965651}",25,20,10.837291025621628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6455,False,"{'a': 0.9, 'e': 0.0015726392815332184}",25,16,16.698190854756405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6456,False,"{'a': 0.9, 'e': 0.0015710674283092845}",20,0,36.023384871022024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6457,False,"{'a': 0.9, 'e': 0.0015694971461529112}",30,14,29.73216210474078,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6458,False,"{'a': 0.9, 'e': 0.0015679284334938132}",30,18,21.66107985813852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6459,False,"{'a': 0.9, 'e': 0.0015663612887632796}",20,10,19.818633121008446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6460,False,"{'a': 0.9, 'e': 0.0015647957103941666}",20,16,5.302002952927642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6461,False,"{'a': 0.9, 'e': 0.001563231696820893}",25,18,14.916409315664872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6462,False,"{'a': 0.9, 'e': 0.0015616692464794479}",20,14,11.99308907320506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6463,False,"{'a': 0.9, 'e': 0.001560108357807378}",25,7,24.183652789301387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6464,False,"{'a': 0.9, 'e': 0.001558549029243796}",25,18,13.439768241178013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6465,False,"{'a': 0.9, 'e': 0.0015569912592293745}",25,8,26.411797671429614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6466,False,"{'a': 0.9, 'e': 0.0015554350462063404}",25,8,27.15504732181146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6467,False,"{'a': 0.9, 'e': 0.0015538803886184823}",25,13,20.666365640791952,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6468,False,"{'a': 0.9, 'e': 0.0015523272849111436}",25,16,17.23854008978667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6469,False,"{'a': 0.9, 'e': 0.0015507757335312179}",20,8,20.59769103272852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6470,False,"{'a': 0.9, 'e': 0.0015492257329271562}",20,13,12.27971509739269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6471,False,"{'a': 0.9, 'e': 0.0015476772815489553}",20,16,9.478099584964411,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6472,False,"{'a': 0.9, 'e': 0.0015461303778481648}",25,19,13.300732605073033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6473,False,"{'a': 0.9, 'e': 0.0015445850202778825}",25,18,14.43654376405172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6474,False,"{'a': 0.9, 'e': 0.0015430412072927478}",25,15,18.049970696909913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6475,False,"{'a': 0.9, 'e': 0.001541498937348949}",20,9,21.380019796441363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6476,False,"{'a': 0.9, 'e': 0.0015399582089042172}",25,18,12.624122678069774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6477,False,"{'a': 0.9, 'e': 0.0015384190204178214}",30,14,29.01657218254404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6478,False,"{'a': 0.9, 'e': 0.0015368813703505754}",20,14,11.903019957854301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6479,False,"{'a': 0.9, 'e': 0.0015353452571648268}",30,15,28.327419326539165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6480,False,"{'a': 0.9, 'e': 0.001533810679324463}",25,2,38.27360894642503,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6481,False,"{'a': 0.9, 'e': 0.001532277635294908}",20,3,31.43819161664207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6482,False,"{'a': 0.9, 'e': 0.0015307461235431145}",25,13,21.146448339226282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6483,False,"{'a': 0.9, 'e': 0.001529216142537572}",25,14,19.266613196453555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6484,False,"{'a': 0.9, 'e': 0.0015276876907483008}",25,6,30.910993892803454,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6485,False,"{'a': 0.9, 'e': 0.0015261607666468464}",25,16,17.286026951469072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6486,False,"{'a': 0.9, 'e': 0.0015246353687062872}",30,20,20.617825059144355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6487,False,"{'a': 0.9, 'e': 0.0015231114954012224}",20,5,27.77464479293224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6488,False,"{'a': 0.9, 'e': 0.0015215891452077799}",30,13,27.847071481925862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6489,False,"{'a': 0.9, 'e': 0.0015200683166036108}",30,13,36.82694922363081,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6490,False,"{'a': 0.9, 'e': 0.0015185490080678835}",30,16,24.527784725824656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6491,False,"{'a': 0.9, 'e': 0.001517031218081291}",20,7,20.802866687810294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6492,False,"{'a': 0.9, 'e': 0.0015155149451260442}",20,16,9.333138691639295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6493,False,"{'a': 0.9, 'e': 0.0015140001876858674}",20,15,7.512247960191665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6494,False,"{'a': 0.9, 'e': 0.001512486944246006}",20,7,25.07364025351184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6495,False,"{'a': 0.9, 'e': 0.0015109752132932135}",25,11,24.764676089797398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6496,False,"{'a': 0.9, 'e': 0.0015094649933157602}",20,8,24.195794374857567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6497,False,"{'a': 0.9, 'e': 0.0015079562828034273}",30,20,22.722178265517865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6498,False,"{'a': 0.9, 'e': 0.0015064490802475016}",25,20,10.224030743790475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6499,False,"{'a': 0.9, 'e': 0.0015049433841407816}",30,9,33.86975486365454,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6500,False,"{'a': 0.9, 'e': 0.0015034391929775724}",25,14,19.819402840414543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6501,False,"{'a': 0.9, 'e': 0.0015019365052536802}",20,10,21.840520903991706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6502,False,"{'a': 0.9, 'e': 0.00150043531946642}",20,13,12.511650570589826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6503,False,"{'a': 0.9, 'e': 0.0014989356341146027}",30,16,24.33512545693577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6504,False,"{'a': 0.9, 'e': 0.0014974374476985444}",30,19,21.770706638171415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6505,False,"{'a': 0.9, 'e': 0.0014959407587200602}",25,19,11.521418472351396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6506,False,"{'a': 0.9, 'e': 0.0014944455656824578}",25,13,19.504140009313282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6507,False,"{'a': 0.9, 'e': 0.0014929518670905456}",20,4,28.522983984474063,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6508,False,"{'a': 0.9, 'e': 0.0014914596614506264}",25,16,16.617587174890033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6509,False,"{'a': 0.9, 'e': 0.0014899689472704914}",30,16,28.901679316905206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6510,False,"{'a': 0.9, 'e': 0.0014884797230594294}",25,13,20.7680384427101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6511,False,"{'a': 0.9, 'e': 0.001486991987328213}",30,15,28.642498966403924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6512,False,"{'a': 0.9, 'e': 0.0014855057385891079}",25,17,14.882361860600458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6513,False,"{'a': 0.9, 'e': 0.0014840209753558666}",20,8,26.0563920471513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6514,False,"{'a': 0.9, 'e': 0.0014825376961437229}",20,15,11.555981374950678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6515,False,"{'a': 0.9, 'e': 0.0014810558994693987}",20,13,14.22838605394888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6516,False,"{'a': 0.9, 'e': 0.0014795755838510989}",20,13,12.793771425104875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6517,False,"{'a': 0.9, 'e': 0.001478096747808505}",25,3,36.64294086190288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6518,False,"{'a': 0.9, 'e': 0.0014766193898627833}",25,13,20.761411849868185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6519,False,"{'a': 0.9, 'e': 0.0014751435085365733}",20,13,13.662665780726911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6520,False,"{'a': 0.9, 'e': 0.0014736691023539948}",20,5,26.59977578581912,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6521,False,"{'a': 0.9, 'e': 0.0014721961698406425}",20,10,16.560418316929052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6522,False,"{'a': 0.9, 'e': 0.0014707247095235817}",30,23,13.560296680691295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6523,False,"{'a': 0.9, 'e': 0.0014692547199313527}",25,14,20.39147148519162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6524,False,"{'a': 0.9, 'e': 0.0014677861995939677}",20,8,23.574063273255835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6525,False,"{'a': 0.9, 'e': 0.001466319147042903}",20,13,12.190566975620985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6526,False,"{'a': 0.9, 'e': 0.001464853560811109}",25,17,16.94650254830544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6527,False,"{'a': 0.9, 'e': 0.0014633894394329968}",25,15,21.840326301621985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6528,False,"{'a': 0.9, 'e': 0.0014619267814444457}",20,9,21.057867410975362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6529,False,"{'a': 0.9, 'e': 0.001460465585382799}",30,18,23.593144593755042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6530,False,"{'a': 0.9, 'e': 0.0014590058497868585}",20,7,26.841700477411674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6531,False,"{'a': 0.9, 'e': 0.0014575475731968904}",25,13,23.665279762697566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6532,False,"{'a': 0.9, 'e': 0.0014560907541546159}",25,17,13.626187604628447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6533,False,"{'a': 0.9, 'e': 0.0014546353912032167}",25,8,28.229493512445018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6534,False,"{'a': 0.9, 'e': 0.0014531814828873313}",30,12,35.05353004340533,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6535,False,"{'a': 0.9, 'e': 0.0014517290277530485}",25,15,17.644812344753944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6536,False,"{'a': 0.9, 'e': 0.0014502780243479145}",25,11,26.803712259562737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
